,sentiment
25386,neutral
25387,positive
25388,neutral
25389,neutral
25390,neutral
25391,negative
25392,neutral
25393,neutral
25394,neutral
25395,neutral
25396,neutral
25397,neutral
25398,negative
25399,negative
25400,positive
25401,neutral
25402,negative
25403,negative
25404,negative
25405,neutral
25406,negative
25407,negative
25408,neutral
25409,negative
25410,negative
25411,neutral
25412,neutral
25413,negative
25414,neutral
25415,neutral
25416,negative
25417,neutral
25418,positive
25419,neutral
25420,negative
25421,neutral
25422,positive
25423,negative
25424,neutral
25425,neutral
25426,neutral
25427,neutral
25428,negative
25429,neutral
25430,neutral
25431,neutral
25432,neutral
25433,neutral
25434,negative
25435,neutral
25436,neutral
25437,neutral
25438,neutral
25439,neutral
25440,neutral
25441,neutral
25442,neutral
25443,neutral
25444,negative
25445,negative
25446,neutral
25447,negative
25448,neutral
25449,neutral
25450,neutral
25451,negative
25452,negative
25453,neutral
25454,neutral
25455,neutral
25456,neutral
25457,negative
25458,neutral
25459,neutral
25460,neutral
25461,neutral
25462,neutral
25463,neutral
25464,neutral
25465,neutral
25466,positive
25467,neutral
25468,negative
25469,neutral
25470,negative
25471,neutral
25472,neutral
25473,neutral
25474,negative
25475,neutral
25476,neutral
25477,negative
25478,neutral
25479,neutral
25480,negative
25481,neutral
25482,negative
25483,negative
25484,positive
25485,negative
25486,neutral
25487,positive
25488,negative
25489,negative
25490,neutral
25491,neutral
25492,negative
25493,negative
25494,positive
25495,neutral
25496,negative
25497,positive
25498,positive
25499,neutral
25500,negative
25501,positive
25502,negative
25503,neutral
25504,negative
25505,positive
25506,neutral
25507,negative
25508,neutral
25509,neutral
25510,negative
25511,negative
25512,positive
25513,negative
25514,neutral
25515,neutral
25516,positive
25517,positive
25518,neutral
25519,positive
25520,neutral
25521,neutral
25522,negative
25523,neutral
25524,negative
25525,neutral
25526,neutral
25527,negative
25528,neutral
25529,negative
25530,neutral
25531,positive
25532,negative
25533,neutral
25534,neutral
25535,negative
25536,neutral
25537,neutral
25538,negative
25539,negative
25540,neutral
25541,negative
25542,neutral
25543,neutral
25544,neutral
25545,neutral
25546,neutral
25547,negative
25548,neutral
25549,negative
25550,negative
25551,positive
25552,negative
25553,neutral
25554,negative
25555,neutral
25556,neutral
25557,neutral
25558,negative
25559,negative
25560,neutral
25561,neutral
25562,negative
25563,negative
25564,negative
25565,negative
25566,positive
25567,neutral
25568,negative
25569,neutral
25570,neutral
25571,neutral
25572,positive
25573,neutral
25574,negative
25575,negative
25576,positive
25577,negative
25578,negative
25579,neutral
25580,negative
25581,neutral
25582,neutral
25583,neutral
25584,negative
25585,negative
25586,positive
25587,neutral
25588,negative
25589,neutral
25590,negative
25591,neutral
25592,neutral
25593,neutral
25594,neutral
25595,neutral
25596,negative
25597,positive
25598,neutral
25599,neutral
25600,neutral
25601,positive
25602,positive
25603,negative
25604,neutral
25605,neutral
25606,positive
25607,negative
25608,negative
25609,neutral
25610,negative
25611,neutral
25612,neutral
25613,negative
25614,positive
25615,negative
25616,positive
25617,positive
25618,neutral
25619,negative
25620,negative
25621,neutral
25622,neutral
25623,positive
25624,negative
25625,negative
25626,negative
25627,negative
25628,neutral
25629,positive
25630,negative
25631,neutral
25632,negative
25633,negative
25634,negative
25635,negative
25636,negative
25637,neutral
25638,negative
25639,neutral
25640,positive
25641,negative
25642,neutral
25643,negative
25644,negative
25645,neutral
25646,negative
25647,negative
25648,negative
25649,positive
25650,negative
25651,negative
25652,neutral
25653,neutral
25654,negative
25655,negative
25656,negative
25657,positive
25658,negative
25659,neutral
25660,negative
25661,negative
25662,neutral
25663,neutral
25664,negative
25665,neutral
25666,negative
25667,negative
25668,negative
25669,negative
25670,neutral
25671,negative
25672,neutral
25673,negative
25674,negative
25675,positive
25676,negative
25677,negative
25678,neutral
25679,negative
25680,neutral
25681,positive
25682,neutral
25683,neutral
25684,neutral
25685,positive
25686,negative
25687,neutral
25688,negative
25689,positive
25690,positive
25691,neutral
25692,neutral
25693,positive
25694,neutral
25695,neutral
25696,negative
25697,positive
25698,positive
25699,negative
25700,negative
25701,neutral
25702,negative
25703,positive
25704,neutral
25705,negative
25706,neutral
25707,positive
25708,neutral
25709,positive
25710,negative
25711,neutral
25712,negative
25713,neutral
25714,negative
25715,neutral
25716,neutral
25717,negative
25718,neutral
25719,negative
25720,neutral
25721,negative
25722,neutral
25723,negative
25724,negative
25725,negative
25726,negative
25727,negative
25728,negative
25729,neutral
25730,neutral
25731,positive
25732,positive
25733,neutral
25734,neutral
25735,neutral
25736,neutral
25737,positive
25738,positive
25739,neutral
25740,positive
25741,negative
25742,neutral
25743,negative
25744,neutral
25745,neutral
25746,negative
25747,neutral
25748,negative
25749,neutral
25750,negative
25751,negative
25752,negative
25753,neutral
25754,neutral
25755,positive
25756,positive
25757,negative
25758,neutral
25759,positive
25760,negative
25761,neutral
25762,neutral
25763,negative
25764,negative
25765,positive
25766,negative
25767,neutral
25768,negative
25769,negative
25770,positive
25771,neutral
25772,negative
25773,neutral
25774,neutral
25775,neutral
25776,neutral
25777,negative
25778,negative
25779,neutral
25780,neutral
25781,negative
25782,neutral
25783,negative
25784,neutral
25785,neutral
25786,neutral
25787,negative
25788,neutral
25789,positive
25790,positive
25791,neutral
25792,negative
25793,negative
25794,neutral
25795,positive
25796,positive
25797,positive
25798,positive
25799,neutral
25800,positive
25801,neutral
25802,neutral
25803,negative
25804,positive
25805,neutral
25806,neutral
25807,neutral
25808,negative
25809,neutral
25810,neutral
25811,positive
25812,neutral
25813,positive
25814,negative
25815,neutral
25816,neutral
25817,negative
25818,neutral
25819,negative
25820,negative
25821,positive
25822,negative
25823,neutral
25824,neutral
25825,positive
25826,neutral
25827,neutral
25828,positive
25829,neutral
25830,neutral
25831,positive
25832,negative
25833,positive
25834,negative
25835,neutral
25836,neutral
25837,positive
25838,neutral
25839,neutral
25840,neutral
25841,positive
25842,neutral
25843,neutral
25844,negative
25845,neutral
25846,neutral
25847,negative
25848,negative
25849,negative
25850,positive
25851,negative
25852,neutral
25853,negative
25854,positive
25855,neutral
25856,negative
25857,positive
25858,negative
25859,negative
25860,neutral
25861,negative
25862,neutral
25863,neutral
25864,neutral
25865,negative
25866,neutral
25867,positive
25868,neutral
25869,neutral
25870,neutral
25871,negative
25872,neutral
25873,negative
25874,negative
25875,negative
25876,negative
25877,positive
25878,neutral
25879,neutral
25880,positive
25881,neutral
25882,positive
25883,neutral
25884,neutral
25885,neutral
25886,positive
25887,negative
25888,neutral
25889,positive
25890,neutral
25891,negative
25892,negative
25893,neutral
25894,negative
25895,negative
25896,positive
25897,neutral
25898,neutral
25899,positive
25900,negative
25901,negative
25902,positive
25903,neutral
25904,neutral
25905,negative
25906,positive
25907,positive
25908,neutral
25909,neutral
25910,positive
25911,negative
25912,neutral
25913,neutral
25914,neutral
25915,negative
25916,neutral
25917,positive
25918,negative
25919,neutral
25920,negative
25921,negative
25922,negative
25923,negative
25924,neutral
25925,neutral
25926,negative
25927,positive
25928,negative
25929,neutral
25930,neutral
25931,neutral
25932,neutral
25933,neutral
25934,negative
25935,negative
25936,neutral
25937,neutral
25938,neutral
25939,negative
25940,negative
25941,negative
25942,neutral
25943,neutral
25944,neutral
25945,neutral
25946,neutral
25947,negative
25948,negative
25949,negative
25950,negative
25951,negative
25952,positive
25953,negative
25954,neutral
25955,negative
25956,positive
25957,neutral
25958,negative
25959,negative
25960,negative
25961,neutral
25962,negative
25963,neutral
25964,negative
25965,negative
25966,neutral
25967,neutral
25968,negative
25969,positive
25970,negative
25971,negative
25972,neutral
25973,negative
25974,neutral
25975,neutral
25976,neutral
25977,neutral
25978,neutral
25979,negative
25980,neutral
25981,neutral
25982,negative
25983,neutral
25984,negative
25985,positive
25986,negative
25987,negative
25988,neutral
25989,positive
25990,negative
25991,negative
25992,negative
25993,negative
25994,positive
25995,negative
25996,negative
25997,negative
25998,negative
25999,negative
26000,neutral
26001,neutral
26002,neutral
26003,neutral
26004,neutral
26005,neutral
26006,positive
26007,neutral
26008,neutral
26009,negative
26010,negative
26011,negative
26012,negative
26013,neutral
26014,negative
26015,positive
26016,positive
26017,negative
26018,neutral
26019,neutral
26020,neutral
26021,negative
26022,neutral
26023,neutral
26024,positive
26025,neutral
26026,negative
26027,negative
26028,negative
26029,neutral
26030,negative
26031,negative
26032,positive
26033,negative
26034,negative
26035,neutral
26036,positive
26037,neutral
26038,neutral
26039,neutral
26040,negative
26041,negative
26042,negative
26043,negative
26044,negative
26045,neutral
26046,neutral
26047,neutral
26048,positive
26049,negative
26050,negative
26051,neutral
26052,neutral
26053,neutral
26054,positive
26055,negative
26056,negative
26057,negative
26058,neutral
26059,negative
26060,negative
26061,neutral
26062,positive
26063,neutral
26064,neutral
26065,neutral
26066,neutral
26067,neutral
26068,neutral
26069,negative
26070,negative
26071,neutral
26072,negative
26073,neutral
26074,positive
26075,negative
26076,neutral
26077,neutral
26078,neutral
26079,negative
26080,neutral
26081,neutral
26082,negative
26083,neutral
26084,neutral
26085,positive
26086,negative
26087,positive
26088,neutral
26089,negative
26090,positive
26091,neutral
26092,negative
26093,neutral
26094,positive
26095,neutral
26096,neutral
26097,negative
26098,negative
26099,neutral
26100,neutral
26101,neutral
26102,negative
26103,neutral
26104,neutral
26105,neutral
26106,negative
26107,negative
26108,neutral
26109,negative
26110,neutral
26111,negative
26112,negative
26113,negative
26114,negative
26115,neutral
26116,negative
26117,neutral
26118,neutral
26119,negative
26120,positive
26121,negative
26122,neutral
26123,neutral
26124,neutral
26125,negative
26126,neutral
26127,neutral
26128,neutral
26129,negative
26130,neutral
26131,neutral
26132,neutral
26133,neutral
26134,neutral
26135,negative
26136,negative
26137,neutral
26138,neutral
26139,neutral
26140,neutral
26141,negative
26142,neutral
26143,neutral
26144,negative
26145,positive
26146,negative
26147,neutral
26148,neutral
26149,neutral
26150,positive
26151,neutral
26152,negative
26153,negative
26154,positive
26155,neutral
26156,negative
26157,negative
26158,neutral
26159,negative
26160,neutral
26161,neutral
26162,neutral
26163,neutral
26164,neutral
26165,neutral
26166,neutral
26167,neutral
26168,neutral
26169,positive
26170,neutral
26171,negative
26172,negative
26173,positive
26174,negative
26175,neutral
26176,negative
26177,neutral
26178,positive
26179,neutral
26180,negative
26181,neutral
26182,negative
26183,negative
26184,neutral
26185,neutral
26186,negative
26187,positive
26188,negative
26189,negative
26190,neutral
26191,neutral
26192,positive
26193,negative
26194,positive
26195,negative
26196,negative
26197,neutral
26198,negative
26199,negative
26200,negative
26201,negative
26202,neutral
26203,negative
26204,positive
26205,positive
26206,neutral
26207,negative
26208,neutral
26209,neutral
26210,positive
26211,neutral
26212,positive
26213,negative
26214,negative
26215,neutral
26216,negative
26217,neutral
26218,negative
26219,neutral
26220,negative
26221,negative
26222,neutral
26223,negative
26224,neutral
26225,negative
26226,negative
26227,negative
26228,positive
26229,negative
26230,negative
26231,neutral
26232,negative
26233,negative
26234,positive
26235,negative
